transactionId,senderBankId,receiverBankId,transactionDateTime,transactionAmount,transactionCurrency
f721f775-1498-40f1-97d0-3b59443ef20e,ES45 3335 1850 3953 6356 9983,KZ68 823Y PMYU AXQH T6ZI,2023-02-27T18:12:03Z,1501,Dinar
0d4dda6c-f992-4604-8e0b-eea8aba13ca6,FR46 5443 5247 63C1 5ZMH YQ2E V48,SM29 Z538 4488 542Y PFOZ FUMU MFO,2023-11-05T07:38:05Z,7806,Kuna
5be71403-b36b-415c-9fce-49d1407032eb,LU03 489U H3LB F2UL RKMS,GL34 8578 9841 6235 16,2023-11-01T00:00:48Z,976,Euro
e7404306-1f39-420e-9514-bc15a01ba15c,FR80 0057 9048 98YZ EAQY MFH3 H46,PK11 EFOG 0IDB XEG0 MF2G WXRJ,2023-01-06T22:04:00Z,3546,Rupiah
d49629b1-8cc6-4ae2-916c-98d50e6ebfe9,CR47 4951 2026 3003 8355 0,DO74 NEHM 3521 1872 2368 1837 8045,2023-07-01T11:02:06Z,4940,Yuan Renminbi
96f684c0-925f-4b73-991a-37224c51fc2f,CZ63 4207 6716 9668 4078 3827,FR08 9689 7398 232X 5GVY R9EJ M62,2023-06-15T19:06:50Z,8944,Hryvnia
aa4d06bf-3dbe-42f7-a9e6-5a9edeb5d6ce,CY69 2425 7557 QLLR 9SU6 BEB5 RFRT,PK62 PRFU JHHR EYQ4 HD5Z NVP7,2023-08-27T01:52:44Z,4498,Dollar
390a8188-e8cb-49bb-90f2-8ef9270f21b0,LU53 362S KW2A WLTG A3ZP,DK50 7895 8473 0703 64,2022-11-29T01:15:30Z,3824,Hryvnia
e102ac2e-61b1-4980-a7f7-d3ce861d5880,LB74 1677 KESR 3KYJ HGY7 PIH6 T4SB,RO08 TAHR LW6H 03IG 6SSX 8HPG,2022-12-11T20:49:34Z,3650,Rupiah
bdca3d45-1ffe-46ba-b6eb-b346d0aab701,AZ93 XQTM OZHP O4US MT5O KVLQ 3JDQ,DE67 1729 6924 2182 7847 77,2023-06-27T15:47:00Z,4110,Baht
693930de-a1db-47e2-a32f-dc273eaa5b2b,FR51 0170 9367 58LG E0UA TS72 H89,MD38 GKZP GICP RL7Q IZBN UJYM,2023-10-11T17:26:13Z,7350,Rupiah
8a24df6e-2009-4a1e-9f6c-2939e56f4af7,PT14 9724 1498 3280 0779 8751 0,HU93 7167 5139 8812 3648 3652 0971,2023-10-12T11:23:55Z,1655,Sol
11ba99c6-a829-4ef9-8a6a-1401e3378ddd,GB89 XKZB 5197 8785 8570 59,RO87 AJMH WRPB WIGX T0CV 2M6O,2023-03-11T15:44:13Z,5130,Yuan Renminbi
a4234b12-2a95-4d16-a25a-42050ac15755,FR17 4484 8809 25BR PSUB UEQD O01,GR52 0855 970Y 64I0 1LIN FWXK WAD,2023-06-26T21:50:29Z,1365,Euro
5331a2bc-0e6c-4540-aa8b-39d7d0609667,KZ67 738F I8SA O6XX NIFP,FR75 9128 5236 87B9 46BR YXHZ X38,2023-10-17T16:05:22Z,4864,Dinar
b81abe60-fdb0-4a20-9662-29dcfe5c6c72,BG96 ECBW 2635 28EE W5JB CH,ES13 4648 1936 8261 3578 9083,2023-08-18T20:05:09Z,3872,Peso
7750fb30-be42-46b9-b215-a3ee03542427,BE82 1789 6882 1199,AT73 6440 6474 2417 7549,2023-06-16T21:38:07Z,516,Zloty
e9454e3e-0bcd-461b-9b83-81ebc9c2cc6b,FR47 7734 3137 10AS KAJZ AQTM A86,FR48 4075 3351 30JP Y4FB SM2E M22,2023-06-14T17:19:15Z,7810,Euro
b9494398-2b59-4408-bbfd-dacbd6ddee25,HR23 9940 3427 7729 0911 1,EE71 3470 1728 2216 9758,2023-01-05T11:48:06Z,9712,Franc
f2a6f17f-45af-4fef-8d0c-41bbe3f8fe46,GB79 YAYB 4042 9197 1555 25,IS17 6760 9630 5314 4863 8745 66,2022-12-20T05:14:40Z,2345,Rupiah
267879b6-c282-4910-a675-02eb1fe0fbaa,FR72 1135 8272 26RE X2H7 QS01 D98,SI11 1811 2313 6044 823,2023-05-18T14:24:56Z,8016,Yuan Renminbi
1658b2fb-1839-487b-a7f3-a329b63c3be3,SK03 1824 2151 7579 7804 3315,GL77 3911 0587 4336 32,2023-05-31T19:29:48Z,9728,Yuan Renminbi
4f6e5ff2-7211-40f4-9b00-d435d4f2898f,LU97 641L WLQE Z8MR BSTG,FR02 3587 3558 19SF DXNO ID92 G86,2023-08-10T01:43:17Z,2151,Peso
b047f206-6642-41d9-9ce9-dc8f8531ff8e,MT90 HNVG 8493 7XKN P7AH YVVQ UYZC KXG,PK47 TABW INHG PQAO TNND ILD2,2023-08-31T06:14:26Z,6247,Lempira
6f6f6f8a-de42-4ec4-aeba-8eeadfac418e,PL39 6242 1528 7389 7884 7739 2124,NL72 TGYN 4251 7626 17,2023-04-24T08:03:11Z,8507,Zloty
3c8923f0-a6eb-414f-b09a-41f10aa2aa74,IL92 6658 7725 6578 7762 377,FR02 6376 2327 15EF TKL5 GRF4 C29,2023-10-31T03:02:38Z,1108,Boliviano
d5701093-74df-4434-a030-ce4e06c467ab,FR55 1823 2297 06ZC YDY3 4YD7 708,FR89 8533 8937 34Q4 DU6R BONH O83,2023-06-12T22:46:56Z,1281,Koruna
698aefae-e0e0-4ad7-9bb0-64663420b324,AD04 2001 1235 DML8 XXYX ZEKA,FR49 6772 8031 10FQ OFBC MKQT W46,2023-11-21T18:45:54Z,7783,Ruble
da3be796-42c8-4c41-abe3-3b0fae9fd04c,SK49 8637 9291 6998 3350 2711,SM44 D843 1359 161N K0FG YUB6 SQI,2023-02-22T05:57:39Z,327,Euro
9c4fbd78-a631-47f6-9dba-5b4c0b1f73f9,NO50 0316 4837 831,KZ04 505E MRIR TLQG BSDY,2022-11-23T11:21:30Z,173,Yuan Renminbi
363c6268-ff6f-4b67-8522-465a933dbf6d,BH45 YGWX K5V1 29B3 WTI1 OI,PL87 2475 8119 0617 1821 0061 0987,2023-06-23T22:27:14Z,4510,Euro
28d60d32-b624-4de4-8d5a-72c3f57ea677,ES11 4937 2067 3588 7085 2092,NO85 6930 5275 534,2023-06-29T12:29:33Z,4327,Peso
3961b259-f5f5-482d-b666-f21a85257850,SA73 930C CSEW IQA0 HZJO BIGU,IL49 6708 6865 0889 2284 736,2023-05-03T00:31:48Z,6393,Yen
6b7fb917-2cfa-4653-9a8e-8e5186f46b56,IE12 HXXM 1182 3558 0603 78,LT87 9114 3041 6690 8417,2023-07-25T07:34:20Z,7028,Sol
eef8712c-31ed-4b4c-ae29-7322ec36b22f,DO09 S4KD 2503 2519 0623 3641 0926,IS54 2692 4710 3524 1179 1724 36,2022-12-30T09:08:30Z,881,Yuan Renminbi
9a6f3aa1-f48d-436e-b5e2-1f209d062f3b,VG25 PILE 9011 2510 4148 5720,EE36 1557 1006 1906 8812,2023-07-12T05:23:04Z,1048,Dong
80d6264e-b323-4d4e-bd8c-c8ff354413ef,GT63 3CQD X8RE ALG2 MXQJ KLBH 1FQS,SI81 6215 5657 0778 398,2023-06-10T05:13:07Z,6378,Afghani
fc40ceb4-d12c-4db8-8f9e-58249862d161,AT77 1537 7625 4332 2190,FR84 4421 1154 75AX QRYT JX1B H76,2023-02-01T13:49:03Z,549,Rupiah
21ab3969-96f9-4fe3-9a29-0935a67149c8,IL02 8991 3784 6458 6616 181,FR74 6441 1244 75FM MOCB HGY7 Y91,2023-11-08T02:40:38Z,6439,Cordoba
cff6d996-4422-4c47-a6d7-7e6bb202debc,LB08 5315 KCVC C56N GUWB JZWV EJJO,IL26 5690 9464 0603 0915 547,2023-08-11T06:10:09Z,9006,Yuan Renminbi
5ca9542b-d4c1-4d90-b9a2-af77909ec4c8,IT06 V911 6988 401D Q1T2 MMYC ZIJ,FR70 3675 8655 94CV PQQE GNJI W39,2023-06-12T21:26:45Z,4635,Rial
8d089b3c-5fcf-45a9-a685-f5f1ea7eb64a,TR35 4556 3X1I IAM0 MQSO FFTG Y5,FR61 3474 1039 80BK NUPC WQTC B23,2023-06-11T07:06:02Z,3853,Rufiyaa
db4c3d6f-41a1-4880-8951-9bbdaa4310ab,FR77 8822 1931 01TK KVA0 IFDI R49,IT46 Z910 4964 773H 8OPM FZ6E SI3,2023-01-08T20:40:35Z,1159,Ruble
63a38a10-91e8-4090-bf89-565b9942be22,FR45 0418 9812 66HP NWU1 P8EU P05,LI85 8411 64B9 DDL1 UG9S 8,2023-08-30T03:26:09Z,8988,Zloty
a9527ee8-6a2e-4743-90ea-065b0a1d919b,MT15 UZOW 3658 9SIB VXUC INMC GBSK MXA,CZ28 0731 0909 4918 0692 2394,2023-01-10T13:43:52Z,4242,Rupiah
4ca5f4ed-6eaa-4087-a9cd-d428807f6963,SM50 G980 3489 303D QJKA 7NXZ BT5,SA74 71EZ XG35 RYAD TXWS GE9A,2023-01-08T04:30:14Z,3136,Ruble
b31380be-de30-4afa-8796-4d15464cc553,LU35 3036 XZ7K K7Y3 NR0A,NO34 7714 3484 351,2023-04-25T17:13:03Z,9395,Yuan Renminbi
b7a46a97-7e58-4a5a-aad2-66dd80bbe6d1,FR95 5889 6742 43NQ R1W3 VEAL W87,MC40 2436 1244 87AX EZLJ 1UWQ T32,2023-05-27T01:12:00Z,7227,Ngultrum
aee6268d-9711-449c-b4ae-46804d9b5584,MD81 FP85 K7K8 T5EM RSJQ LETD,BH23 XRUU VJOA GDH3 ZRKJ YX,2023-01-06T18:22:15Z,3220,Dollar
83b4b262-4129-4b0f-a41e-3a28db3a3185,CR50 8137 6974 4050 9402 3,FR84 0966 5442 45CH OUDZ NXRW C75,2023-02-14T01:24:04Z,2680,Euro
efde8a56-5374-44ad-ab8d-b88bd1fda44d,RS28 6167 1866 5476 2641 16,LI12 7224 2KLL 5XDJ ALNJ R,2023-02-05T19:52:39Z,8407,Dollar
99910efc-3c33-426c-a0ad-9e09b6fd2548,BG77 UVCL 6047 79YA WU56 RM,DE78 2773 9685 5204 2336 83,2023-08-12T22:35:48Z,4990,Euro
8a253275-1a1b-4ae7-ba7b-127d3c5b0a33,BH60 INZG HXID SNDI 4IK1 CG,FR71 9143 8534 64AE TIBS OB2J K21,2023-09-27T01:38:56Z,9603,Lek
d5e8a106-d762-45eb-a3f3-2c7f99da75f6,FR47 8659 1851 99PA LIAS RIRI 431,ES06 9888 9496 1796 0709 0345,2023-08-28T19:32:16Z,3844,Rupiah
22386d54-3985-4c08-9fe8-e764703bf0a8,LV43 IYVB TYXD 9ZLQ 3NCG E,BE85 4116 1727 0964,2023-11-20T20:02:18Z,1362,Peso
9469169d-c7c2-42a4-89b8-ccb339e3cb20,FR44 5647 3683 38J3 XKOM QRYP B28,PS04 UVIF J6GD 4JTA RIQA CIAV CK7W B,2023-10-14T16:01:34Z,4849,Euro
9b5bdc65-bfb8-4a59-bfd6-b5f63621828e,SI24 6171 9926 9954 119,MK48 855M LJP1 00J7 I75,2023-04-13T23:33:44Z,6809,Franc
de54a863-c7e6-4e48-b392-94dde2a96e3c,KZ52 899T WZBO KRTW ND7H,CZ81 5794 0861 0194 7995 3747,2023-05-26T20:48:48Z,8810,Rupiah
a13efd1d-632e-4f91-a769-0bd56bf6ae45,AZ04 NWXL 0WGL VT1X ERJO SXJI AH4O,FR53 2373 0849 67H0 15LF 1LD5 Q79,2023-07-26T04:45:23Z,3760,Boliviano
b06f2900-57d3-4947-9ee6-f666d6b478fc,TR96 1442 21GX GJKB K8XD AERB 81,ME34 9374 9682 2115 6889 76,2023-08-14T22:38:48Z,1138,Rupiah
6348a16d-064e-4eaa-9ffa-0f226b80ab98,CH82 4671 9QBM JQBV 2GYM M,IS55 4584 3474 9768 4454 5240 04,2023-02-12T12:44:56Z,5228,Yuan Renminbi
4f20ea57-1bd9-4a93-9801-15fce2c494ac,ES85 1854 4221 9044 4444 5733,FR35 3584 4660 01RA GNZ9 OMBD Y28,2023-09-02T12:53:50Z,8991,Real
637f2641-6f76-4ddc-ae33-4995002afa50,PL51 3882 1422 8080 1908 4680 0622,FR31 1570 7423 73WT IQ3W SUJE H81,2023-06-19T23:41:04Z,4966,Ruble
327f13e7-b125-4c90-90be-561486ffde6e,ME67 2418 3874 1276 1860 36,FR38 0746 7987 58TG KJHB ZS1R 588,2023-06-09T05:24:47Z,655,Rupiah
832b61b9-f475-44a3-ae7e-176afeadde11,CZ82 2003 3331 6911 8574 7624,MK55 069L OQIQ BDBP J25,2023-08-04T00:44:19Z,7423,Shekel
da612d3f-46c8-4012-ab1f-3f8763c36732,LV66 RCKW EI77 1CWO E1IA T,GT04 SZ6R DXT3 6PDW K4CU R96U F5YP,2023-10-02T12:40:17Z,2814,Euro
d15bc203-cd3f-476d-aec3-be3789bdd0ba,FR23 8483 4039 85BZ FER6 9SJO W50,BA18 3546 7171 5731 1957,2022-11-28T22:01:31Z,1550,Hryvnia
f42eafa7-f240-4d14-8aed-e6bbef642544,FR24 1424 9771 06JC NXET BPBP I38,FR89 1892 9644 524K 51YZ QEOV Z91,2023-02-23T21:55:26Z,1181,Yuan Renminbi
74f2fafd-353d-4f12-8eb5-22d6a1b41a89,GI77 VJEP IFDK Y7OE NTAH 771,GB35 VVBA 6947 4082 9973 58,2023-08-24T18:26:45Z,8774,Yuan Renminbi
d449b9ee-9181-4823-a9e1-ea453edef63c,BG07 GMOX 9941 21RI B9IG T6,RO76 YTAE OBRE RVEC KBTU Z3FS,2023-09-25T01:52:50Z,3764,Ruble
0b85bc3c-afe8-488b-827d-95462cda86a9,NL88 QSYB 7076 3594 96,FR96 3172 4541 65GX T18V UBU1 W55,2023-09-21T21:37:04Z,5750,Yuan Renminbi
feea53b2-99e1-4ac6-b32a-75932f5462b1,IE26 OFQP 4614 4921 3988 50,CZ18 0167 7567 4936 9506 6620,2023-04-21T05:51:30Z,1139,Yuan Renminbi
d2bb6a1a-96d9-4cf9-ab09-5a81881a0a6a,FR59 9436 9308 62GB WFBW OCGC Z18,TN96 3436 5302 2767 1719 1732,2023-07-09T13:59:33Z,3677,Euro
d00605a2-66ce-452f-b8f8-322c36a5ebeb,AZ72 GSOT BZO6 AXQB KIWL ZVKP WONR,FR57 8637 8620 48YY M34B 2EUT N24,2023-05-26T16:17:20Z,3576,Yuan Renminbi
3924b3d2-e168-469a-8f3a-edb501a32d54,SM39 R052 5678 610J ZL3J OTRS 4PR,SE77 8367 2453 0416 5653 5533,2023-06-01T17:04:35Z,7682,Yuan Renminbi
83594e3b-211d-4787-95cb-5396f4c17ffb,DO79 8OX8 2479 4232 6274 1091 8834,CZ22 8904 8530 3642 8681 8996,2023-04-21T17:42:42Z,5676,Dollar
bb38be19-fafb-479d-88b0-e379bcc33b7b,PS73 DELN 6MNL KBKX B0OK FM96 LIJT I,BH40 DCSO OPWQ HDI9 0RHV LQ,2023-07-03T23:09:01Z,4848,Dinar
78711789-0760-4ae8-b587-160906181425,MR06 9938 2325 7392 3537 8084 629,FO67 7003 7672 1139 98,2023-04-22T01:25:04Z,9141,Peso
0fba6104-4729-47b3-ae36-4c36676fdadd,PS19 PSYK PRTE 9GYF SCZU 4OPJ ATIK P,EE30 1819 6896 4950 1845,2022-12-21T10:35:12Z,9958,Dinar
28640f93-6b21-443c-9741-675d8d705cfa,DK14 1532 6333 9175 28,AD61 6370 5109 H1BB UPTC W5ZS,2023-03-17T01:51:09Z,1143,Shekel
5de539de-ee17-43ca-9a9b-a09511396883,FR78 5620 5599 44T4 8JDO KG1F D67,IS69 4905 8048 3227 1488 6605 30,2023-11-14T13:30:13Z,2207,Lempira
ae92025e-b761-4d25-82a6-6318019b8621,PL60 3530 3576 5741 8262 1712 6887,FI93 0685 0950 2415 68,2023-06-08T07:58:06Z,9540,Won
86cd02df-79b6-4525-8283-a2674912a2fd,MU28 SRAY 8456 8934 5904 2811 597J ZU,SK68 6644 6722 3210 9216 7026,2023-09-26T09:27:44Z,5236,Rial
5fdcbf2e-cd83-4937-9a59-b5b7f49eef32,LV76 WZCC PWVN 3JUU SMOU Z,AT03 5236 3100 0578 1797,2023-01-02T09:17:38Z,7747,Manat
a3c9dc43-db77-4c4e-ad43-da31bf7589f6,LT96 9892 4475 6365 6476,GL73 3442 8295 4556 64,2023-11-06T08:59:41Z,292,Naira
ad69fe37-77a4-440a-8555-dea5ca36aa6b,MC72 6944 3003 77PL IH12 FVTR B54,AT17 0583 3498 4336 5466,2023-05-09T17:27:20Z,1854,Yuan Renminbi
71a3b5f2-fc1a-4deb-a8cd-7831461d6e03,MR82 0338 9052 3232 0141 9311 176,PK69 WKDG WITB GNLL E1EG VUUU,2023-06-25T04:46:17Z,1912,Euro
3711b8d0-7d00-4e82-a91d-a7311bb461c2,AT86 3628 8758 1736 0856,VG98 EMEF 8283 2634 3371 9199,2022-12-09T12:59:13Z,6366,Krona
ab387734-3282-43a9-9d52-a20527a18860,MD25 UAVO LCI1 ZCEZ FHLJ 3J1E,BH60 AOWU B5QW 8QWH GAQN KW,2023-10-27T13:19:59Z,5536,Ruble
44b88482-7e4b-4232-9ff3-81f09357b7a3,PL61 5112 3368 0915 3626 8750 3114,AE98 4489 9458 8441 6429 440,2023-04-24T06:18:10Z,2566,Sol
8ea3a4b4-9576-4478-b652-252a56e5eb50,NO54 1265 5194 957,TR79 2520 0MQZ GMIK KZRD B686 N8,2023-03-05T01:50:47Z,6578,Peso
f6afbedd-0c26-467a-97d2-a63208be1860,TN61 7357 9999 5412 1972 3184,FR35 5349 5078 00E7 TDKZ AWFK 016,2023-09-18T16:00:22Z,7301,Rupiah
e17db78b-fe85-4a52-bc46-6a5f151748ca,BA95 5467 5891 1568 9390,CH27 0534 4JH7 JS8K 0M43 F,2023-09-08T04:36:40Z,1106,Yuan Renminbi
ec01ba04-ac2f-4e5b-8ea9-3ce3b4bf8d97,AD54 0322 9249 LMAM L372 YO7R,BA29 8555 3724 2993 3166,2023-06-19T14:29:11Z,5061,Krona
315b1bae-7f5d-4df2-859f-1e15dde8455f,DK71 6881 6955 4965 69,NO85 9857 5270 071,2022-12-11T18:15:50Z,1885,Rupiah
021c9919-14b0-4e9a-bc45-d642a70b6241,FR73 4197 4463 394J HTJ1 PC6A Z52,FR04 7754 7642 75SY PGCK YSBI T31,2022-12-12T16:21:55Z,6285,Rupiah
88a43bbf-c77e-48d1-abd8-6bd5287079e8,SA18 22PS W2VX 7MIA VRUO U0BY,GB72 IGZF 0831 1331 8309 91,2023-05-07T09:59:03Z,8994,Rupee
304da511-b56e-49cd-96fe-c57eb8ca7e37,MR44 0747 0402 1673 7101 5417 055,MK85 8916 7ILP 1ZWH J43,2023-01-22T03:37:13Z,1347,Peso
f313a2f8-072d-4bda-bc2c-97b710f661ef,GR52 8691 530T 35VQ PTAP QMAJ EPO,CR27 3030 8484 3563 5285 5,2022-12-12T03:20:24Z,8262,Euro
886b9ab7-00b3-4c18-a9c0-f0173b1ade2f,MD82 AXIM IMSW IHJC XKZB ZFXH,CY49 1611 5410 OJQO 0RPH 0HLQ EI8W,2023-04-09T15:28:21Z,7058,Rupee
4784c130-512b-4615-8816-938a33d1fd82,FO05 3071 0376 4075 80,IL12 5273 3643 3655 7449 258,2023-03-29T01:37:29Z,3882,Naira
00bf303e-96f3-48eb-8a20-ff7591f5b308,SM51 F351 0417 910C PAFY V8YE CZM,CZ59 9083 5329 1636 2246 1614,2023-10-25T05:59:50Z,2141,Peso
12ce2aa5-d203-4cb3-bd8f-6be75b055188,MR32 6337 0640 0823 1572 2555 064,FR95 8397 9300 33DM RKCV ZPI1 Q42,2023-11-17T21:16:29Z,7740,Ruble
1676d32c-9c57-41b7-b7e7-1b328533d678,LB90 5786 GRAC OBDL XO3P XJJV HI3K,PK21 EMRV 6JTW WW0K KFOF W5D9,2022-12-26T17:01:53Z,3879,Real
4b1a3581-b634-4979-b95e-d2a0c9dbdc5e,MR50 5645 8989 3854 9443 9348 894,CY74 6887 6530 T07L SDOL VHXL LWHY,2023-06-01T10:29:01Z,4346,Ruble
bddf6831-24c7-4b9b-a8a7-3630d364ebb1,FR31 6089 0197 86F3 WEKD 4RRI Z50,FR80 5206 2705 535D MSRX XIHS 125,2023-07-03T17:56:22Z,7574,Peso
6a8c3bca-a176-4d22-adde-3c9ad668796d,DE97 6555 9585 7195 7645 00,DE42 5967 1139 6664 2273 94,2022-12-20T00:11:47Z,1884,Peso
33b40ea3-8e52-47c2-bde4-42ae9317baa5,MU19 EGSQ 2949 8884 6099 2084 033B NO,HR15 5010 8585 0271 7038 5,2023-08-02T03:25:24Z,3225,Rupiah
ad48cba9-e207-4105-996b-07afe8d7ab03,LB03 5977 ZH3Z D51Y OGHD 3JAV MIBE,MK30 642C S0XO PFDV E62,2023-09-28T14:31:11Z,639,Yuan Renminbi
8d3744ad-1ea0-4b4b-b788-ebd331e5df8f,EE07 4249 9422 9013 9932,HR80 9749 1657 6113 1500 4,2023-05-30T03:02:18Z,908,Rupiah
d9e4252c-b5fa-4ed3-8685-3029f2ce32bd,KW29 HXKO AYYY VO7E IDWE PEEZ QMCT WQ,DE07 6385 0385 4118 4733 54,2022-12-31T23:54:48Z,9648,Lev
2872909e-e1cf-4705-9ed8-b0b84d8ccb2e,PL84 4615 7769 1319 8999 4273 9629,AL56 5727 6017 2TEE LN7T UCMC IPRD,2023-11-22T03:05:29Z,7673,Sol
0e1fde67-abf7-46ab-b92f-b76675a30b79,DO80 34WQ 5433 6371 1611 7061 5538,FR77 4835 7956 76G4 U6SD KGT3 T56,2023-06-12T17:46:23Z,3353,Euro
52edd629-2bf4-44b0-af24-a2aaa5bf4bfb,AD52 0878 7348 FH38 NGHH OIQP,KW65 DRNC TQQO MWBD YVEU R7BZ SMDJ K8,2023-04-24T08:27:42Z,1844,Lek
639aeccd-266e-42ed-842b-b391d55c18ed,AT60 2295 4424 5235 9916,FR68 9436 9944 00SX IQHJ YUBD 208,2023-06-21T21:00:57Z,4505,Pound
6b36c25a-84b4-4b45-b199-27dd13cff2c9,FR07 5809 6225 16RM JJEL VBWI O88,LU76 513X CNST XXOW KW3G,2022-12-14T13:02:02Z,6995,Dinar
cec8c3bd-88d6-4940-aef8-89629b5235ab,SM53 E608 8977 071W GIGX TOCY U4C,FI48 0153 1246 8922 15,2023-03-11T18:54:18Z,6072,Euro
18fa61e2-a62c-49a6-9aea-47d3e80dbf8f,FO95 5228 3968 9185 61,IS45 0375 2116 8883 1375 4343 59,2023-11-11T21:45:41Z,1313,Real
d22b79e0-1074-4f08-bd83-1c33112c9200,FR53 8176 8664 78CH EAMQ SFOH E59,SK34 4739 0965 8762 8905 5485,2023-09-27T12:21:26Z,881,Ruble
443c9fd2-94a9-4213-8a51-d62b1776f0b4,PT60 5799 3722 6752 6063 3401 5,SK66 5912 2959 4526 9352 7937,2023-01-06T23:33:12Z,8908,Dollar
48027412-8b80-4ad4-8c07-baf76f0b3a7c,DO40 AAWZ 6888 1061 9322 8514 0322,TN42 5105 2952 8037 1117 8688,2023-10-19T07:24:07Z,6894,Yuan Renminbi
af1b298b-e16c-445f-8f89-49d27bec53d1,LV64 MSRD NGNV JQLF SCES Q,MD04 OROS UUTV CZS6 F8EX XX6O,2023-06-30T09:45:33Z,4698,Guarani
1ed22f23-1d72-443d-a155-fda57e6a2a6a,BR80 3856 6107 2194 7269 4197 323A V,FR64 7992 6449 37TO LHRQ BCOL 973,2023-09-04T10:00:38Z,6939,Rupiah
b9a31717-0e44-440c-9128-94366060fabb,TN69 5584 4562 8998 8418 0252,IE05 DSOW 5556 4532 0940 88,2022-12-05T13:13:07Z,5107,Sol
b9929a46-1458-4276-b0f1-178e032306df,IS95 9366 1102 0601 1326 2307 19,AZ29 AFZS DZEC JIXX 0986 D1T6 EDWV,2023-08-02T06:33:43Z,3994,Yuan Renminbi
f5ceab9e-7846-4050-82c7-b8e2c95c6ac3,FI86 2817 2992 0215 64,FR98 8966 2177 67VP XXAY OHWA A91,2023-05-31T22:42:31Z,727,Franc
71f11007-f807-40a4-b21f-153cb52234fa,MR91 2119 5743 2490 4879 8347 898,RS17 3371 5432 5438 9485 43,2023-08-09T00:59:20Z,3662,Dollar
